央视频道1,#genre#
辽宁卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
北京卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
广东卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
湖北卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
湖北卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
山东卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
深圳卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
重庆卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
安徽卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
黑龙江卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视 12M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8


广东频道,#genre#

广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
广东珠江,http://xjayrf.eatuo.com:9901/tsfile/live/1011_1.m3u8
广州综合,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzzh
广州南国都市,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
汕头新闻综合,https://sttv-tsl.cutv.com/lKGXIQa/500/n5sgKsX.m3u8
潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8

香港频道,#genre#
凤凰卫视,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://ali.hlspull.yximgs.com/live/huanqiuhklivetvjjpcpdvuejljyjjyfjoxvchjwhjwojjjhdjjlsjhbjfhjx.flv
华丽台,https://epg.pw/stream/9844e656e3c825bf567e65700b778253cd3845746c04ed4381ffc35ef1e1c486.ctv 
华丽台(翡MAS),https://epg.pw/stream/87424e9fb6e25b9b628bfa3e327e65e73a57c9f83c09f8abd479b1f3d062ea49.ctv 
华丽台 ,https://epg.pw/stream/ddedf632ce91681c3f61f742fed863509e419bd1942dc1aec59dbe04f859d87d.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/d286d72ac8a3cd6fb43998fa5fdd35d77e3b11d40636df821fa5c2f9945c3445.ctv 
华丽台 ,https://epg.pw/stream/9e2e895946b8ab2a57fb1efa05907c11e8e4f89f3f802610bc8541e9ff59bfad.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/54dd2989f4925a37f298b6d9672b2b2f74a59946df85b8d138b0ffe4075626f7.ctv 
华丽台 ,https://epg.pw/stream/fdd7ad599f382b5f7108dab7a3ce7328c9b7c57498555aa72ea767666f59f15c.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/b319456b945c3d25e69e8f76ba7584104426c5a997105b7367afba580c269469.ctv 
华丽台 ,https://epg.pw/stream/b25fc7de28b15cee4067778267b99703fc4e90fceb62e95a47f33dfb7c93186e.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/915f5e6780af9490b95ce62ae7a5ca34ded9cb832e8f133a32ea9609a5373159.ctv 
华丽台 ,https://epg.pw/stream/16c53d826fb4bd7f68e092469dc346959c61e60f781b631f19a12e78bebfa45d.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/fca02cb2f6fe36552af6298ebf8546e1c09d83783559a2d62575e22403da28c2.ctv 
华丽台 ,https://epg.pw/stream/99e9a1c938fc36c00b8b7af1d66dd760d706e9572e31539cd2ab419a9e7408f8.ctv 
 华丽台 ,https://epg.pw/stream/1d3adccba5075c8805dfb3f2277c4dc6179a3d339a3c757ffbf7e78d787783be.ctv  
华丽台 ,https://epg.pw/stream/5674634ee63ab6e01eef2aff0f1bb07cb4e44ecf4742ed39a26898772e16e921.ctv 
华丽台 ,https://epg.pw/stream/8de656c32907825d99a8c68a1e56cb2d4f18f2f7891f30069c9fab31c6936a3c.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/02a55cd3eefb7e7301d9f1c97a9364a1e7e666bf396a17fc916ce7000ce6a826.ctv 
 华丽台 ,https://epg.pw/stream/526a3ef341006f3faa106f8bba2a1dd845ff6e787ed1646f01e7237466a8f520.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/45155b4213cd9dd7daa074da50aeb643536bb47f73f40ca47ab774712a20426c.ctv  
华丽台 ,https://epg.pw/stream/fd768498026819b130686fcc274b798438008f12360797edde51d7761759d743.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/63ee9140cd073f96d088d54d5850ca6aad3bd76f0c3154116c58ec39700f67e0.ctv  
华丽台 ,https://epg.pw/stream/791517ac2a3fca973fd330156c354c05c5d1db7f38961bcab24857d7a95ddbb7.ctv 
华丽台 ,https://epg.pw/stream/9e8025099cfde1b3fdab798cf31f8e2ba67a48a464d2a1b1877a69f3592082e9.ctv 
华丽台 ,https://epg.pw/stream/21fcb93d5a385dc35be7b83784abc0e18ce86cfe8b7cf7b09e8e2884483d3843.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/5888a3335a12399590d81191104beae246f44e36df81ceb630bb237c4cd6f425.ctv  
华丽台 ,https://epg.pw/stream/f9164afa8e2b8ed648cb3d903dbc547ed2035f3dd210c1dada7a0f8a4ba7a867.ctv 
华丽台(翡MAS) ,https://epg.pw/stream/710b4f39ca480891c939fb920c7f231827336eedb69d51c0c87a64df59edfc16.ctv  
华丽台 ,https://epg.pw/stream/ed3cb928cc3a187bd6456c7562f0f0a99c08f065b5177134aee9931518cc61f5.ctv 


斗鱼,#genre#

斗鱼老三国,https://hw3a.douyucdn2.cn/live/7459925rraHI00vg.flv?wsAuth=4fb1ab81dbf4cb8d7ce18fcb6426428a&token=web-h5-0-7459925-74d84fa56ae786709d74618d575b59761351863a94c96bc6&logo=0&expire=0&did=63e173aea5e8d8cb0b593e9c00031701&ver=Douyu_224040305&pt=2&st=0&sid=376035940&mcid2=0&origin=tct&mix=0&isp=

斗鱼新三国,https://stream-foshan-cmcc-120-234-147-117.edgesrv.com:8443/live/5908256rIVv6QCUf_4000.flv?wsAuth=05a963fb78ed9ff5b831da6d9098f63e&token=web-h5-0-5908256-e1a3ec39ffc07cbc030b461a338249540fd80e85a4898078&logo=0&expire=0&did=63e173aea5e8d8cb0b593e9c00031701&ver=Douyu_224040305&pt=2&st=0&sid=366822034&mcid2=0&vhost=play4&origin=tct&mix=0&isp=scdncmccgudfs
